Time,Position_Y,Velocity_Y,Wheel_1_Velocity,Wheel_2_Velocity,Wheel_3_Velocity,Wheel_4_Velocity,Wheel_1_Force,Wheel_2_Force,Wheel_3_Force,Wheel_4_Force
0.8388,0.7272,1.9601,11.0,11.0015,11.0029,10.995,1.3206,2.4933,13.6831,23.0512
0.8469,0.7436,1.9634,11.0099,11.0127,10.9883,10.9891,-10.9928,-11.9607,3.1859,3.5618
0.8554,0.7599,1.9579,11.0007,11.0017,11.002,10.9938,1.9337,2.5447,13.9536,22.2583
0.8637,0.7763,1.9625,11.0169,11.0198,10.9826,10.9807,-15.6721,-17.0113,6.896,8.7374
0.8721,0.7926,1.959,10.9999,11.0,11.0,10.9993,3.1163,0.6568,0.6501,6.8071
0.8803,0.809,1.9613,11.0201,11.0258,10.9786,10.9755,-14.9037,-19.7541,12.2909,13.613
0.8886,0.8253,1.9661,11.0004,10.9991,11.0005,11.0,-2.228,-0.6433,-1.7325,0.0112
0.8969,0.8417,1.9658,11.0,11.0,10.9984,11.0007,0.7853,0.7853,19.9612,12.3075
0.9053,0.8581,1.9656,10.9985,11.0017,10.9999,11.0,-1.5637,-4.0939,-3.94,-2.2036
0.9136,0.8744,1.9647,11.0,11.0,10.9997,10.9989,0.8213,0.7905,19.3022,18.6355
0.922,0.8908,1.965,10.9978,11.0007,11.0007,11.0002,-1.0503,-2.3986,-5.5286,-4.7285
0.9303,0.9071,1.9636,11.0,11.0,11.0002,10.9987,0.9288,0.9292,16.3522,21.8395
0.9388,0.9235,1.9644,10.9994,11.0018,10.9991,10.9999,-6.776,-8.6671,-6.4176,-2.9289
0.947,0.9399,1.9623,11.0,11.0,10.9978,11.0008,1.1686,1.1952,19.6829,15.9935
0.9554,0.9562,1.9638,11.0038,11.0083,10.9912,10.9966,-6.7,-10.0927,1.2306,-2.8293
0.9637,0.9726,1.9598,11.0,11.0,11.0009,10.9979,1.3356,1.2966,15.8468,22.7586
0.972,0.989,1.9633,11.0091,11.0127,10.9883,10.99,-10.8041,-12.4112,2.786,2.4437
0.9803,1.0053,1.9579,11.0022,11.0014,11.0034,10.9921,4.3995,2.9908,11.3916,20.3022
0.9887,1.0216,1.9626,11.0147,11.0209,10.9817,10.9827,-9.7886,-14.6966,12.9296,11.1586
0.997,1.038,1.9583,11.0,11.0001,11.0,11.0003,3.6135,3.7576,0.6622,0.7992
1.0053,1.0543,1.9614,11.0202,11.027,10.9771,10.9757,-18.095,-23.2163,10.108,10.4985
1.0137,1.0707,1.9658,10.9978,11.0025,11.0,11.0,-3.278,-10.6341,-0.179,-0.2635
1.022,1.0871,1.9652,11.0,11.0,10.9982,11.0005,0.7645,0.7645,16.9021,14.4395
1.0303,1.1034,1.966,10.9993,11.0006,11.0001,11.0,-2.2782,-3.1053,-6.7577,-0.1468
1.0387,1.1198,1.9593,11.0,11.0,10.9483,10.9785,1.3775,1.393,25.0,25.0
1.047,1.1361,1.9652,10.9994,11.0015,10.9997,11.0,-5.6984,-7.3787,-2.5603,-0.1385
1.0553,1.1525,1.9637,11.0,11.0,11.0003,10.9982,0.8547,0.8537,18.883,18.9714
1.0636,1.1688,1.9645,10.9983,11.0015,11.0001,11.0,-2.0935,-4.356,-3.279,-5.4413
1.072,1.1852,1.9598,11.0,11.0,10.998,10.9745,1.23,1.2118,23.4514,25.0
1.0803,1.2015,1.9641,11.0026,11.0063,10.993,10.9981,-5.7955,-8.0808,0.8913,-2.7815
1.0886,1.2179,1.9607,11.0,11.0002,10.9999,10.9982,1.1861,1.2958,16.026,17.0037
1.097,1.2343,1.9635,11.0094,11.013,10.9877,10.9899,-10.9659,-12.5781,3.1667,2.6424
1.1053,1.2506,1.9581,11.0008,11.0017,11.0039,10.993,2.832,4.7948,7.5145,15.8824
1.1136,1.267,1.9628,11.0132,11.0172,10.9848,10.9847,-15.2736,-17.0359,3.2274,4.1527
1.122,1.2833,1.9617,10.9922,11.004,10.9999,11.0205,11.2371,8.2195,0.3543,-15.2999
1.1303,1.2997,1.9617,11.0181,11.0244,10.9794,10.9781,-16.2067,-21.3292,9.0354,8.911
1.1386,1.3161,1.9661,10.9997,11.0007,11.0,11.0,-3.0257,-4.1789,-0.0254,-0.1171
1.1469,1.3324,1.9655,11.0,11.0,10.9997,10.9991,0.8233,0.8233,17.5605,15.6869
1.1553,1.3488,1.9656,10.9987,11.0007,11.0004,11.0001,-1.4218,-2.3702,-6.1346,-2.3991
1.1636,1.3651,1.9644,11.0,11.0,10.9986,11.0,0.8311,0.8033,18.8687,19.1005
1.1719,1.3815,1.9648,10.9952,10.9969,11.008,11.0001,-1.3319,-2.2685,-10.0202,-1.3324
1.1803,1.3979,1.9621,11.0,11.0,10.9961,10.9834,1.2984,1.2695,25.0,25.0
1.1886,1.4142,1.9645,10.9996,11.0025,10.9986,10.9995,-2.7989,-5.5483,-2.1544,-2.1707
1.1969,1.4306,1.9622,11.0,11.0,10.9988,11.0001,1.1919,1.2108,21.4131,15.3429
1.2052,1.4469,1.964,11.0011,11.0064,10.993,10.9996,-4.2396,-7.4186,1.522,-3.0708
1.2136,1.4633,1.9603,11.0,11.0011,11.004,10.994,1.288,6.4541,12.0288,19.6468
1.2219,1.4797,1.9636,11.0089,11.0123,10.9884,10.9904,-10.9236,-12.2149,2.4647,2.2067
1.2303,1.496,1.958,11.0012,11.0015,11.0037,10.9925,3.7121,4.1699,11.1638,20.0403
1.2386,1.5124,1.9627,11.0155,11.0188,10.9833,10.9824,-15.2238,-16.8109,5.9115,7.1293
1.2469,1.5287,1.9578,11.0,11.0,11.0,10.9997,5.8625,1.2767,0.6515,2.1617
1.2553,1.5451,1.9614,11.0181,11.0245,10.9795,10.978,-14.8257,-19.9565,10.4332,10.6021
1.2636,1.5614,1.966,10.9995,11.0008,11.0,11.0,-1.0608,-2.5535,-0.0788,-0.0252
1.2719,1.5778,1.9654,11.0,11.0,10.9999,10.9989,0.8167,0.8167,17.4129,16.2123
1.2803,1.5942,1.9657,10.9986,11.0008,11.0004,11.0001,-0.6423,-1.7747,-5.368,-2.2438
1.2886,1.6105,1.9646,11.0,11.0,10.9986,11.0,0.8187,0.7882,18.8783,18.971
1.2969,1.6269,1.9647,10.9967,10.998,11.0054,11.0001,-2.3068,-2.9843,-8.1406,-0.8269
1.3053,1.6432,1.9621,11.0,11.0,10.9983,10.9852,1.2548,1.2362,24.3738,25.0
1.3136,1.6596,1.9647,10.9984,11.0012,11.0006,10.9999,-2.6502,-5.4892,-4.2589,-1.1611
1.3221,1.676,1.9626,11.0,11.0,10.9988,11.0001,1.1787,1.198,21.0669,15.1429
1.3304,1.6923,1.9642,11.0027,11.0078,10.9915,10.998,-5.6219,-8.7267,2.1897,-2.3417
1.3388,1.7087,1.9602,11.0,11.0009,11.004,10.9941,1.2615,7.4557,11.038,18.3165
1.3469,1.7251,1.9636,11.0081,11.0113,10.9894,10.9912,-10.7481,-11.8736,1.4232,1.2725
1.3553,1.7414,1.9582,11.0011,11.0011,11.0043,10.9927,4.4922,4.8734,9.4907,18.2462
1.3636,1.7578,1.9629,11.0144,11.0177,10.9843,10.9836,-14.8271,-16.312,4.8609,6.0654
1.372,1.7741,1.9582,11.0,11.0,11.0,11.0004,6.579,1.5499,0.6108,0.5019
1.3803,1.7905,1.9616,11.0189,11.0251,10.9787,10.9773,-15.6104,-20.5968,10.6947,10.8145
1.3886,1.8068,1.9658,10.9995,11.0007,11.0,11.0,-1.4816,-3.0346,0.0724,-0.0137
1.3969,1.8232,1.9651,11.0,11.0,10.9999,10.9989,0.8137,0.8137,17.2586,16.0675
1.4053,1.8396,1.9657,10.9987,11.0009,11.0004,11.0001,-1.1182,-2.2893,-5.152,-1.9819
1.4136,1.8559,1.9646,11.0,11.0,10.9986,11.0,0.8215,0.7909,18.8455,18.982
1.4219,1.8723,1.9648,10.996,10.9974,11.0067,11.0001,-1.9399,-2.652,-9.0925,-0.8789
1.4303,1.8886,1.9623,11.0,11.0,10.9982,10.9851,1.2614,1.241,24.592,25.0
1.4386,1.905,1.9645,10.9993,11.0019,10.9992,10.9998,-3.2226,-5.9277,-3.2285,-1.2361
1.4469,1.9214,1.9623,11.0,11.0,10.9988,11.0001,1.1769,1.1969,21.079,15.1135
1.4553,1.9377,1.9642,11.0005,11.0055,10.9938,11.0003,-4.0958,-7.1317,0.5929,-3.8991
1.4636,1.9541,1.9605,11.0,11.0009,11.004,10.9942,1.2677,7.3172,11.284,18.5295
1.4719,1.9705,1.9638,11.0093,11.0123,10.9883,10.9901,-11.5135,-12.5532,2.179,2.0043
1.4803,1.9868,1.958,11.0011,11.0012,11.0042,10.9927,4.3088,4.6615,9.9456,18.6028
1.4886,2.0032,1.963,11.0133,11.0165,10.9854,10.9847,-14.036,-15.4945,4.1907,5.3443
1.4971,2.0195,1.9583,11.0,11.0,11.0,11.0003,6.4895,1.5022,0.5987,0.8496
1.5053,2.0359,1.9618,11.0178,11.0239,10.9798,10.9784,-14.8597,-19.7495,10.0217,10.1011
1.5136,2.0522,1.966,10.9996,11.0007,11.0,11.0,-1.4391,-2.9454,0.0615,-0.0244
1.5219,2.0686,1.9654,11.0,11.0,10.9999,10.9989,0.8156,0.8156,17.2873,16.0358
1.5303,2.085,1.9655,10.9988,11.0008,11.0004,11.0001,-1.3153,-2.3306,-5.0637,-2.0311
1.5386,2.1013,1.9643,11.0,11.0,10.9986,11.0,0.82,0.7899,18.7687,18.8968
1.5469,2.1177,1.9649,10.9967,10.9979,11.0003,11.0003,-1.6938,-2.4149,-9.587,-0.8268
1.5553,2.134,1.9622,11.0,11.0,10.9982,10.9849,1.2633,1.2431,24.582,25.0
1.5636,2.1504,1.9647,10.9987,11.0013,11.0003,10.9999,-2.8496,-5.5492,-4.0522,-1.3173
1.5722,2.1668,1.9625,11.0,11.0,10.9988,11.0001,1.1782,1.1983,21.1538,15.1688
1.5804,2.1831,1.9642,11.0017,11.0066,10.9926,10.999,-4.98,-7.909,1.3905,-3.0717
1.5887,2.1995,1.9602,11.0,11.0009,11.0039,10.9942,1.2655,7.1315,11.3759,18.5979
1.5969,2.2159,1.9639,11.007,11.01,10.9906,10.9925,-9.9372,-10.9648,0.6705,0.4856
1.6053,2.2322,1.9584,11.0011,11.0011,11.0042,10.9928,4.4004,4.7167,9.7789,18.3743
1.6136,2.2486,1.9631,11.0145,11.0175,10.9844,10.9837,-14.8457,-16.1973,4.8673,6.0082
1.6221,2.2649,1.9581,11.0,11.0,11.0,11.0003,6.3128,1.435,0.6272,0.8563
1.6303,2.2813,1.9619,11.0168,11.0227,10.9809,10.9796,-14.125,-18.9277,9.2609,9.309
1.6387,2.2977,1.9661,10.9996,11.0007,11.0,11.0,-1.4292,-2.8777,0.0497,-0.0387
1.647,2.314,1.9655,11.0,11.0,10.9999,10.9989,0.8159,0.8159,17.2936,15.978
1.6553,2.3304,1.9658,10.9988,11.0008,11.0004,11.0001,-1.3456,-2.3695,-5.0304,-2.0151
1.6637,2.3467,1.9646,11.0,11.0,10.9986,11.0,0.8214,0.7914,18.7533,18.8839
1.6719,2.3631,1.9647,10.9964,10.9975,11.0062,11.0001,-2.2971,-2.8881,-8.8783,-0.8103
1.6803,2.3794,1.962,11.0,11.0,10.9982,10.9855,1.2575,1.2385,24.4831,25.0
1.6886,2.3958,1.9646,10.9981,11.0007,11.0014,10.9999,-2.5731,-5.2763,-4.891,-1.2846
1.6969,2.4122,1.9624,11.0,11.0,10.9988,11.0001,1.1785,1.1981,21.2039,15.2055
1.7052,2.4285,1.9643,11.0009,11.0051,10.994,11.0,-2.5696,-5.7137,2.2837,-1.8738
1.7136,2.4449,1.9605,11.0,11.0001,11.0006,10.9975,1.3121,1.3569,18.1602,19.7298
1.722,2.4612,1.9638,11.0084,11.0118,10.9888,10.991,-7.2671,-8.5967,5.9041,5.9012
1.7303,2.4776,1.958,11.0,11.002,11.0031,10.9941,1.2885,3.2871,11.0882,19.4375
1.7387,2.494,1.9632,11.0124,11.0151,10.9866,10.9858,-13.7534,-14.7405,3.0802,4.4868
1.7471,2.5103,1.9596,10.9999,11.0,11.0,10.9995,2.7381,1.2014,0.6317,4.7839
1.7555,2.5267,1.9621,11.0185,11.0232,10.9802,10.9781,-15.3056,-19.2164,9.6536,10.6317
1.7638,2.543,1.9658,11.0008,10.9994,11.0,11.0,-5.1586,-2.3704,0.006,-0.0417
1.772,2.5594,1.9627,11.0292,11.0,10.9847,10.986,-16.1559,0.1829,13.2416,10.7889
1.7804,2.5758,1.966,10.9985,11.0015,11.0,11.0002,-2.5788,-4.721,-0.0588,-3.0784
1.7887,2.5921,1.9647,11.0,11.0,10.9993,10.9994,0.8445,0.8311,17.6662,20.4208
1.7971,2.6085,1.9649,10.9956,10.997,11.0075,11.0001,-0.4978,-0.9322,-8.5229,-3.5756
1.8054,2.6248,1.9635,11.0,11.0,10.9994,10.9992,0.9741,0.9801,19.2176,21.7565
1.8136,2.6412,1.9645,10.9985,11.0008,10.9995,11.0002,-0.2793,-2.3056,-0.7485,-5.2389
1.8219,2.6576,1.9622,11.0,11.0,10.9985,11.0004,1.184,1.1864,20.3213,15.9484
1.8304,2.6739,1.9642,11.0003,11.004,10.9952,11.0005,-2.1473,-4.7928,1.6116,-2.0656
1.8386,2.6903,1.9601,11.0,11.0,11.0008,10.9982,1.3402,1.2906,15.4821,22.8801
1.8469,2.7066,1.9639,11.0075,11.01,10.9905,10.992,-8.7408,-9.7488,2.3546,2.0397
1.8554,2.723,1.958,11.0003,11.0,11.0,10.9977,1.6724,1.4177,16.0455,22.857
1.8636,2.7394,1.9631,11.0131,11.0176,10.9845,10.9848,-9.2162,-13.0226,9.8521,8.5032
1.872,2.7557,1.9579,11.0,11.0,11.0,10.9994,3.4067,2.8444,0.6724,3.6268
1.8803,2.7721,1.9621,11.0161,11.0217,10.9817,10.9805,-14.4237,-18.9038,7.9406,8.094
1.8887,2.7884,1.9661,10.9981,11.0022,11.0,11.0,-3.287,-9.728,-0.1886,-0.271
1.8969,2.8048,1.9626,11.032,11.0,10.9841,10.9839,-17.8239,0.2214,14.0891,13.6704
1.9053,2.8212,1.9657,10.9992,11.0004,11.0002,11.0,-0.5146,-1.1854,-5.5575,-0.7431
1.9137,2.8375,1.9644,11.0,11.0,10.9977,11.0007,0.8379,0.8379,20.6031,17.5445
1.9222,2.8539,1.9649,10.9952,10.9969,11.0081,11.0,-3.5121,-4.7357,-12.1725,-1.9
1.9305,2.8702,1.9637,11.0,11.0,10.999,10.9995,0.9414,0.9399,22.8699,19.7669
1.9386,2.8866,1.9644,10.9964,10.9991,10.9987,11.0058,0.2725,-1.8314,-1.1424,-6.1528
1.947,2.9029,1.9622,11.0,11.0,11.0001,10.9984,1.2602,1.2425,19.64,19.1469
1.9553,2.9193,1.9642,11.0028,11.0054,10.9938,10.9981,-2.0717,-3.6077,4.4711,2.0154
1.9636,2.9357,1.9598,11.0,11.0,11.0004,10.9986,1.276,1.2456,14.8292,20.8425
1.972,2.952,1.9638,11.0073,11.0096,10.9909,10.9923,-9.1246,-10.1033,1.4908,1.1676
1.9803,2.9684,1.9582,11.0,11.0015,11.0004,10.9958,1.2995,3.0357,15.2627,18.1595
1.9889,2.9847,1.9633,11.0129,11.0162,10.9856,10.9853,-10.6695,-12.4524,7.3144,8.0316
1.9971,3.0011,1.9595,11.0,11.0,11.0,10.9993,2.0781,1.5418,0.598,6.4727
2.0055,3.0174,1.9622,11.0175,11.0223,10.981,10.9791,-14.762,-18.4917,9.0666,10.1615
2.0137,3.0338,1.9658,11.0004,10.9998,11.0,11.0,-4.5168,-2.9285,-0.0032,-0.0389
2.0221,3.0502,1.9629,11.0277,11.0,10.9856,10.9867,-15.3655,0.1621,12.4323,10.1341
2.0304,3.0665,1.9659,10.9957,11.0035,11.0001,11.0021,-5.1651,-16.0179,-0.4465,-1.5401
2.0386,3.0829,1.9648,11.0,11.0,10.9991,10.9996,0.8161,0.7896,17.6696,19.4774
2.0471,3.0993,1.9649,10.9961,10.9971,11.0068,11.0001,-0.9823,-1.272,-8.1742,-2.6218
2.0554,3.1156,1.9634,11.0,11.0,10.9996,10.9991,0.9752,0.9771,18.3516,21.749
2.0638,3.132,1.9648,10.9978,10.9999,11.0021,11.0001,0.2676,-1.6122,-2.4253,-4.8968
2.0722,3.1483,1.9625,11.0,11.0,10.9983,11.0006,1.1836,1.1869,20.3987,16.088
2.0805,3.1647,1.9644,11.0007,11.0041,10.995,11.0002,-2.4342,-4.8757,1.6996,-1.9469
2.0888,3.1811,1.9602,11.0,11.0,11.0008,10.9982,1.3358,1.2916,15.5374,22.897
2.0971,3.1974,1.9639,11.0077,11.01,10.9904,10.992,-8.9786,-9.8073,2.3378,1.9859
2.1056,3.2138,1.9577,11.0003,11.0,11.0001,10.9975,1.7179,1.4145,15.907,22.7896
2.1137,3.2301,1.9632,11.0112,11.0154,10.9865,10.9869,-7.9544,-11.5749,8.4354,7.0344
2.122,3.2465,1.9581,11.0,11.0,11.0,10.9995,3.5953,2.9891,0.637,3.3131
2.1303,3.2628,1.9623,11.0161,11.0215,10.9818,10.9806,-14.4817,-18.7673,7.8156,7.9141
2.1387,3.2792,1.9659,10.9981,11.0022,11.0,11.0,-3.5492,-9.9676,-0.1813,-0.2634
2.1469,3.2956,1.9626,11.03,11.0,10.9852,10.9848,-16.5239,0.215,13.4105,13.0563
2.1555,3.3119,1.9658,10.9992,11.0004,11.0002,11.0,-0.6561,-1.336,-5.5323,-0.7932
2.1636,3.3283,1.9644,11.0,11.0,10.9978,11.0007,0.8396,0.8396,20.5678,17.5706
2.172,3.3447,1.9651,10.9948,10.9964,11.0091,11.0001,-3.2649,-4.4325,-12.9233,-1.9757
2.1803,3.361,1.9639,11.0,11.0,10.999,10.9996,0.9427,0.9412,22.9239,19.7572
2.1886,3.3774,1.9645,10.997,10.9993,10.9983,11.0054,-0.1016,-2.0484,-0.9199,-5.8909
2.197,3.3937,1.9621,11.0,11.0,11.0002,10.9984,1.2565,1.2391,19.6816,19.1238
2.2054,3.4101,1.9644,11.001,11.0035,10.9956,11.0,-0.9413,-2.401,3.1166,0.5974
2.2138,3.4265,1.9602,11.0,11.0,11.0004,10.9986,1.2762,1.2463,14.9498,20.8735
2.222,3.4428,1.9641,11.0074,11.0095,10.9908,10.9923,-9.2421,-10.0653,1.5222,1.1368
2.2305,3.4592,1.9583,11.0,11.0014,11.0003,10.9961,1.3036,2.8079,15.6263,18.2285
2.2387,3.4755,1.9633,11.0129,11.016,10.9856,10.9854,-10.8027,-12.397,7.2177,7.87
2.247,3.4919,1.9592,11.0,11.0,11.0,10.9992,1.9826,1.4886,0.6081,6.5365
2.2553,3.5082,1.9623,11.0155,11.02,10.9831,10.9814,-13.4088,-16.9792,7.6335,8.6093
2.2636,3.5246,1.9659,11.0004,10.9998,11.0,11.0,-4.5705,-2.9713,-0.0364,-0.0431
2.2719,3.541,1.963,11.0275,11.0,10.9856,10.9868,-15.2895,0.1641,12.3667,10.083
2.2803,3.5573,1.9658,10.9958,11.0034,11.0,11.0021,-5.3978,-16.023,-0.4306,-1.5812
2.2886,3.5737,1.9647,11.0,11.0,10.9991,10.9996,0.8165,0.7904,17.6283,19.4451
2.297,3.5901,1.9652,10.9976,10.9983,11.0005,11.0001,-0.837,-1.0778,-8.3308,-2.6341
2.3053,3.6064,1.9634,11.0,11.0,10.9997,10.999,0.9756,0.9793,18.2085,21.8265
2.3136,3.6228,1.965,10.9973,10.9993,11.0032,11.0001,0.554,-1.2206,-3.2721,-4.9545
2.322,3.6391,1.9627,11.0,11.0,10.9994,10.999,0.9175,0.9178,23.2034,20.6095
2.3303,3.6555,1.9645,11.0012,11.0042,10.9946,11.0,-3.1782,-5.6023,1.3634,-2.4437
2.3386,3.6718,1.9606,11.0,11.0,10.9993,10.9993,1.2501,1.2348,18.4575,17.5255
2.3469,3.6882,1.9641,11.0054,11.0083,10.9919,10.9944,-5.9851,-7.2379,2.7618,1.975
2.3553,3.7046,1.9584,11.0,11.002,11.0033,10.9939,1.2838,4.1844,11.5773,19.5689
2.3637,3.7209,1.9636,11.0114,11.0137,10.9876,10.9872,-13.0398,-13.7739,2.4347,3.5588
2.3721,3.7373,1.9593,10.9999,11.0,11.0,10.9995,2.9789,1.2655,0.5602,4.68
2.3803,3.7536,1.9624,11.016,11.0203,10.9827,10.981,-13.3746,-16.9655,8.2394,8.9667
2.3886,3.77,1.9656,11.0009,10.9994,11.0,11.0,-5.5418,-2.5544,-0.0221,-0.0363
2.3969,3.7863,1.9611,11.0182,11.0248,10.9794,10.9774,-14.8916,-20.0411,10.5067,11.0718
2.4053,3.8027,1.966,10.999,11.001,11.0002,11.0001,-0.6536,-2.1495,-1.919,-1.4391
2.4136,3.8191,1.9595,11.0,11.0,10.9782,10.9585,1.4178,1.4166,25.0,25.0
2.422,3.8354,1.9657,10.9986,11.0014,11.0007,11.0001,-4.0652,-7.2821,-0.6986,-0.2009
2.4303,3.8518,1.9637,11.0,11.0,11.001,10.9981,0.9222,0.9227,13.8872,21.7886
2.4386,3.8681,1.9648,10.9985,10.9998,11.002,11.0,-5.9206,-7.0765,-8.2137,-2.4729
2.4469,3.8845,1.9623,11.0,11.0,10.9982,11.0005,1.165,1.1914,19.8625,16.3823
2.4553,3.9009,1.9645,10.9991,11.002,10.9969,11.0019,-0.6554,-2.85,1.0498,-2.4635
2.4637,3.9172,1.9604,11.0,11.0,11.0008,10.9981,1.3398,1.3123,15.9481,22.9166
2.472,3.9336,1.9642,11.0073,11.0093,10.9909,10.9925,-8.1461,-8.9198,2.5582,2.0872
2.4803,3.9499,1.9579,11.0001,11.0,10.9998,10.9984,1.3826,1.4704,17.7191,23.1279
2.4888,3.9663,1.9635,11.0105,11.0148,10.987,10.9878,-5.7653,-9.4582,10.8151,8.9058
2.497,3.9826,1.9583,11.0,11.0,11.0,10.9991,2.3734,2.3024,0.7286,4.8213
2.5053,3.999,1.9626,11.0153,11.0201,10.9829,10.9817,-14.4118,-18.2668,6.6199,6.7955
2.5137,4.0154,1.9658,10.998,11.0023,11.0,11.0,-3.7986,-10.5074,-0.1894,-0.2699
2.5219,4.0317,1.9611,11.0208,11.0246,10.9792,10.9753,-17.3094,-18.9876,10.2604,13.7909
2.5303,4.0481,1.9656,10.9995,10.9999,11.0,11.0,0.5464,0.1545,-6.0357,0.0532
