Tiempo,Posición_Y,Velocidad_Y,Velocidad_Ruedas,Fuerza_Ruedas
1708985822.919269,0.010116292311858266,0.34670297117931154,19.752649626126065,25.0
1708985822.9444518,0.021043610264699093,0.5050963147657888,30.107107198113283,25.0
1708985822.9650316,0.032541237725158725,0.5863012250302361,38.16459382408247,25.0
1708985822.9817913,0.04327276852799636,0.6812332573904611,44.3724542303895,25.0
1708985822.9983513,0.05550815812961461,0.7638867989306325,43.70756861543791,-3.534940320566141
1708985823.0149636,0.06886678119086023,0.8215324483103906,41.80617138909332,-1.4143855281831843
1708985823.0275373,0.07935074220837462,0.8526854836386832,40.870589264609194,-0.5581710811243145
1708985823.039979,0.09048885267764115,0.9120437745335247,39.284116689592516,-4.481132916604308
1708985823.052504,0.10232871083707666,0.9630788705052673,37.598901536436145,-2.313276304556632
1708985823.064963,0.11472609029519076,1.0083015865952603,36.262205084000534,-2.966880082442839
1708985823.0775,0.12767088606610288,1.0546294100203255,34.96628631913941,-3.7968973166887983
1708985823.089942,0.14122581873960754,1.0951619683424603,33.49095304980998,-0.6380766710332905
1708985823.1025295,0.15521777020516053,1.1321872582049837,32.51422788243344,0.24762221967247766
1708985823.1149673,0.1698189541628764,1.182655475991999,30.926206304723777,-3.8070517268774857
1708985823.1232848,0.17982727437146132,1.208625812333098,30.198863790474785,-1.8624226252200107
1708985823.131692,0.19004516264168725,1.2352000856412357,29.487206995975072,-1.1024968586296802
1708985823.1399775,0.20052410147070576,1.261099986511343,28.384639988361563,-4.863760585461644
1708985823.148275,0.21118647728307322,1.287011922148726,27.841258490098838,-2.233909782809389
1708985823.1566916,0.22337841461847782,1.544320185532373,21.924586606222018,25.0
1708985823.1649435,0.2367583961866802,1.6381209971233375,18.807780525957863,-11.859181668846437
1708985823.1732986,0.2507884281799717,1.6900139866666475,15.684185923593855,-14.998864017227945
1708985823.1816406,0.26545805645527043,1.7766637782373207,13.678593058015906,-3.498013921092926
1708985823.1899576,0.2805781108322081,1.8357147757614027,12.207056206718503,-6.973363624864822
1708985823.1983035,0.29604611256743935,1.8338006495376367,9.644462478152581,-23.827916182698317
1708985823.2067335,0.3114780599366399,1.849095494296392,10.36284876736525,-6.9524955852610075
1708985823.2149737,0.32688326331695094,1.819108952457959,10.19328003235214,-25.0
1708985823.223433,0.3423238574623721,1.8521219051122293,10.391384960616884,-11.25032263206248
1708985823.231721,0.3576697479262455,1.8231616174433138,10.228453666570427,-25.0
1708985823.2400537,0.3729946668675625,1.8184756208148039,10.214456038382217,-7.870990464504886
1708985823.2483828,0.38860319393526,1.9061001473176356,10.801911572026885,21.164048514378912
1708985823.2566574,0.40415796788002994,1.8648182358219818,9.95032472770049,-14.842425239468445
1708985823.2650192,0.4193782059605038,1.852215572280577,11.958558607956181,25.0
1708985823.2734118,0.43483276316369895,1.8449629775899095,10.334201428706711,-25.0
1708985823.281717,0.4501300603869726,1.8088014338795064,10.12350420463589,-4.986839074669156
1708985823.2899976,0.4656504287993794,1.841710555494428,10.309339832248918,-25.0
1708985823.2983608,0.48098148829479465,1.8068374924357777,9.821506437143617,-12.602978883883713
1708985823.3067565,0.4964115993291681,1.8479677620965478,10.3546945012938,-25.0
1708985823.314997,0.5120495919832263,1.867374155997416,9.503200568810286,-25.0
1708985823.3233273,0.5272670448272029,1.8558069066968828,10.419020144178015,25.0
1708985823.33166,0.5427358540687659,1.8678317257768458,10.65954534265515,14.394332999919886
1708985823.3399937,0.5579638591699905,1.851033294994042,11.855354029423491,25.0
1708985823.3483202,0.5734190921837816,1.8392661787303577,9.900203993179758,-23.52187085108561
1708985823.3567355,0.588846281924409,1.8480279777063926,10.36507603101935,-4.908363374562404
1708985823.3649697,0.6043377906146588,1.8339390547000292,10.117204289927384,-25.0
1708985823.3733304,0.619633276888364,1.8034779765034352,9.976840002484364,-10.997381673647526
1708985823.381765,0.6351505662595366,1.87388213809284,10.498872395391771,-14.029201059296563
1708985823.3899872,0.6504960451061191,1.8475030780862658,10.937641481021315,16.285077199385928
1708985823.3984525,0.6658435645980622,1.8241561394780197,10.234981928469585,-21.763874134381492
1708985823.4066556,0.68141598656705,1.8567821752758649,9.608457523648992,-25.0
1708985823.4150484,0.696699495447408,1.8043761590960028,10.090018457554832,-0.4953440077849274
1708985823.4234028,0.7120169566955414,1.812135830816233,10.10236361713128,-25.0
1708985823.4316463,0.7274488129508228,1.8605137818615298,10.706048478848116,-9.310746311314956
1708985823.4399939,0.7428685614009134,1.881983246280169,10.68852620036508,25.0
1708985823.4483283,0.7583554677959469,1.8609341135458184,10.322297362133959,3.680727184161146
1708985823.4566586,0.7737776690066238,1.8862030686409976,10.570834867657043,25.0
1708985823.4650261,0.7891763146138673,1.8605657344935407,10.94667761509786,16.928743294159528
1708985823.4733179,0.8045761034318162,1.881952591528485,10.563555930892267,25.0
1708985823.4816887,0.8199283906076884,1.8585097771464856,11.218882664978658,17.24459997694737
1708985823.4899964,0.8353515590483142,1.8544139769655563,10.585611394762166,5.501536122669447
1708985823.4983714,0.8508488874593322,1.8677403622859035,10.450163350904516,6.80990823506528
1708985823.5067234,0.8661495577690645,1.837682676554607,10.965650581779716,14.53158285808266
1708985823.5150814,0.8817924302084028,1.8457508284514186,10.33410978265154,-25.0
1708985823.523306,0.8973422879448759,1.8615801774525866,9.888429620971168,-9.427126038611574
1708985823.5316281,0.9127134214723494,1.8780660067434993,10.526941476667956,25.0
1708985823.539992,0.9280921771382976,1.865419156465573,11.23596810470598,23.881615966317465
1708985823.5483036,0.943351364070813,1.8646487211660778,10.467769145071875,25.0
1708985823.556706,0.95858789742364,1.84758959942914,11.656285155212236,25.0
1708985823.5649772,0.973957001289348,1.8503232492355768,10.852149769875926,4.638810468858855
1708985823.5733137,0.9893614227792776,1.8241069737191005,10.000056964100349,-25.0
1708985823.5817358,1.0046961567287567,1.8214285604035825,10.232772968780752,-12.062299917443822
1708985823.5899627,1.0201857402361312,1.8300881648391343,10.030002028278645,-25.0
1708985823.598345,1.0357738115568478,1.8628913061150987,9.65262566122232,-18.825289576145675
1708985823.6066418,1.0510931843257467,1.8727944656057434,10.49524652306077,25.0
1708985823.6149752,1.0664067522159495,1.8555629383791312,11.40910831161034,23.93073862980196
1708985823.6233416,1.081998894548909,1.9029157832237131,10.679299981513358,25.0
1708985823.6316702,1.0974921041454329,1.8782787861353005,10.79727551150195,14.56430063637123
1708985823.640044,1.1129156426935929,1.847236754638797,10.36762438577172,10.844407895803048
1708985823.648302,1.128418963679761,1.8312667066233947,10.245457376328048,-25.0
1708985823.6567962,1.1437938496777484,1.830772951916108,10.224008587669724,-9.879083088571308
1708985823.665027,1.1592406811566847,1.8220880439885816,10.177749861724246,-25.0
1708985823.6733081,1.174680172520733,1.8462993628294633,10.224632523213247,-15.084639983633046
1708985823.6816423,1.190085014886974,1.8181290897745679,10.186246719080467,-25.0
1708985823.690008,1.2055270503365203,1.8359247597897748,9.895122304038296,-22.70093626235988
1708985823.6984053,1.2211000260891525,1.8909567472551614,10.608377199947219,11.363038752773265
1708985823.706629,1.236490937789617,1.8675394472063402,11.21164117650072,21.17437710494322
1708985823.7150176,1.2519492488450974,1.867953398457194,10.501696352437266,25.0
1708985823.7234097,1.2672261578690716,1.8613041579220724,10.516202399797438,25.0
1708985823.7317414,1.2825302987756937,1.8410132347186323,11.040582513879695,11.786511254391103
1708985823.7399766,1.2982137854043192,1.8492470345263425,9.938132151357301,-25.0
1708985823.748322,1.313755752963917,1.8513462014800277,9.638219669239973,-10.850267169464788
1708985823.7567391,1.3293060787367061,1.8838424651912338,10.557571336307907,10.601210293404398
1708985823.765049,1.344699727397141,1.86752712553737,11.191601913983261,22.26910664493489
1708985823.7734277,1.360103920915051,1.8413374992882277,10.334978404711809,-4.9155493555736705
1708985823.7816362,1.375731429665084,1.849755631071513,9.493719743573521,-25.0
1708985823.7900128,1.3910483972624272,1.8033392212921917,9.81800692672013,-6.669607620780707
1708985823.798318,1.4063793849482376,1.8119918950027751,10.13914191061204,-25.0
1708985823.8066533,1.4218411825338988,1.850402070972889,10.187119618801777,-12.040732657376731
1708985823.8150084,1.437155905461272,1.8066251320090336,10.116372749937602,-25.0
1708985823.8233397,1.4525878228529745,1.84254470260608,10.1665359551449,-13.036236113902545
1708985823.8317106,1.4681723137510017,1.8940752378479129,10.616443466064332,14.573816158919673
1708985823.8400176,1.4836392027140897,1.8743292204016395,10.86832641889754,17.329830660225866
1708985823.8485188,1.4989428803690632,1.8119025669562854,10.173722149272473,-15.265112426454108
1708985823.8566473,1.5143596146692204,1.8259003951400699,9.776618391856031,-20.36555880660052
1708985823.8649778,1.529779720808993,1.8468535358518539,10.38084186919418,-10.917415113942493
1708985823.8733168,1.545255839773206,1.8246085444114637,10.160936891540196,-25.0
1708985823.881707,1.560654638094744,1.8309681413082202,10.05775771824804,-15.875089620783145
1708985823.8899648,1.5760650989882525,1.8158121454433178,10.141412952552315,-25.0
1708985823.8983743,1.5914531147348574,1.8314415049377128,10.149530000765798,-15.798794280559424
1708985823.9067852,1.607099606509484,1.914380360021965,10.776310248328272,24.762774801127005
1708985823.9150527,1.6226328767634184,1.878685923795059,10.521552363734637,10.762090331479937
1708985823.9233537,1.638174187570484,1.8851064787142588,10.586615020191747,25.0
1708985823.9316628,1.6535217450416921,1.8648254243841962,11.442382012715582,22.472545785834036
1708985823.9399755,1.6687772325818622,1.837026443234907,11.27128300782374,16.19671211098927
1708985823.9483297,1.684467041163266,1.8500014916515526,10.198563018686844,-25.0
1708985823.95667,1.6999568933242681,1.8415877024688276,9.720638504218513,-9.966910984070172
1708985823.9650202,1.7153836467127201,1.8180478011171277,10.121896363134097,-25.0
1708985823.973389,1.730755453216644,1.8246039052086964,10.061109289686312,-17.584255512985358
1708985823.9818313,1.7463935206537888,1.915965535484996,10.884611105543513,24.8622615549006
1708985823.990093,1.761911238706617,1.8738886530458643,10.489898485170695,9.76356090000458
1708985823.9984295,1.777410001572396,1.8697034216293023,10.495351341808366,18.840245659433815
1708985824.0066683,1.7926526493936021,1.852996880690599,11.57732564143045,25.0
1708985824.015008,1.8081307902264308,1.8561111561237744,10.240716753780227,-1.9613711239662062
1708985824.0233998,1.8236844490734403,1.8930935469574113,10.806248340906928,22.342544482856837
1708985824.0316718,1.8391349761670972,1.8656664387328998,10.726202248024828,15.283373376199695
1708985824.039969,1.8544189923589063,1.8641588706907877,10.59380436266527,25.0
1708985824.048345,1.8696403080294564,1.8394640281837327,11.590448544116512,20.16022273992599
1708985824.0566661,1.8852034298320317,1.902592618455956,10.660205791340525,25.0
1708985824.0651288,1.9006551181781288,1.8718284542516725,10.902604205118708,16.333026871531352
1708985824.0733314,1.916205546452137,1.8881629579629058,10.59749726950651,25.0
1708985824.0816295,1.9315707762446797,1.8658128950490758,11.344880219124882,20.376446370689727
1708985824.090022,1.946921403064796,1.8468755834804385,10.881751278469952,11.47446585013368
1708985824.0983806,1.9623930783882841,1.8236623036217592,10.110638322614628,-25.0
1708985824.1066835,1.9778097263739534,1.8373743173939023,10.121364387987667,-14.792689761925082
1708985824.115029,1.9932789964914102,1.8231290808748952,10.066857957677241,-25.0
1708985824.1232815,2.008713471601483,1.8379034770369393,10.00888371107792,-16.486187133697683
1708985824.1316733,2.0240738086455012,1.8154545138496716,10.170728841366488,-25.0
1708985824.1400216,2.0394593507538423,1.8253004947852158,9.983127924603489,-13.938200811965373
1708985824.1484008,2.055031234799445,1.891400185920897,10.62360415065231,23.30564939199461
1708985824.1566997,2.070381432077655,1.8607038976514665,11.299750574065035,22.499427685904937
1708985824.16497,2.085722571467433,1.8601976139680714,10.52812981302226,25.0
1708985824.173325,2.1010706176274767,1.8650101208945487,11.444378599879844,24.43516773373796
1708985824.1816788,2.1162264213323643,1.8310086075483258,11.808488686546331,23.498067078025624
1708985824.1899874,2.1318204961055987,1.837774197209923,10.269913745712824,-25.0
1708985824.1984305,2.1472383417393335,1.83586035304498,10.06732204437098,-9.669424308514243
1708985824.2066457,2.1627360913232723,1.825182530707461,10.205227413398779,-25.0
1708985824.2149978,2.1781145242140205,1.824623902967425,10.013995438404768,-15.19566860403867
1708985824.2233808,2.193722302357977,1.9020784887171025,10.685561907612758,17.99840399796472
1708985824.2316601,2.2090595331981366,1.8545581405755358,11.20868000070197,13.519731985003697
1708985824.240058,2.2245475298127038,1.8663512909686941,10.474121179198605,-0.2450833452647927
1708985824.2484584,2.2396835183039565,1.8366528778034057,11.037255149699943,25.0
1708985824.2566848,2.255127251601268,1.8498739349062687,10.407412723149323,-25.0
1708985824.2650135,2.2704524209417443,1.8076525309270692,9.88848978001662,-16.248250139604938
1708985824.2733238,2.285822112741024,1.8483395032903356,10.788400613768099,-12.539980478460855
1708985824.2816727,2.3011861538764706,1.8075507078756512,10.028617231581698,-25.0
1708985824.2900898,2.316632369484797,1.8601887723814936,10.592910749945082,-10.957803426576533
1708985824.2983365,2.3321900228617554,1.8910396333923556,10.71606403283261,22.03371963307712
1708985824.306646,2.3475007741212455,1.853343125981293,11.362884071957426,24.466427715563636
1708985824.3150291,2.362922837834473,1.8439215386551941,10.331304682342504,-25.0
1708985824.3232949,2.378361891174251,1.821371356040686,9.479894400195281,-21.63127027943867
1708985824.331697,2.3938203654698764,1.8572143053431711,10.432192495171845,-23.451095974611214
1708985824.3399704,2.409314416606106,1.8761667874057955,10.727830781419465,18.58187353460283
1708985824.3483765,2.4245500944187746,1.8410138195082584,11.530801895917163,25.0
1708985824.3566601,2.4402079876886527,1.8394762270884404,10.01272311212665,-25.0
1708985824.3650455,2.4555636852300617,1.8181467881345998,9.983376401617086,-9.519247418504538
1708985824.373315,2.471043356183895,1.8523173326972597,10.378823657296248,-25.0
1708985824.3817468,2.486362706204112,1.8149889132315888,10.150311231648088,-2.155954650644945
1708985824.3900275,2.5019834720042953,1.9051830784521138,10.682080216884003,15.99134489152054
1708985824.3982954,2.517312554418949,1.8536813592742338,11.241067949760081,22.128015627511985
1708985824.4067118,2.5327092805663995,1.8388276821577387,10.325740715947305,-23.242775366283517
1708985824.4149582,2.548159656362361,1.8190823775917655,9.44667303500912,-25.0
1708985824.4233377,2.563611039193432,1.8619169479466073,10.607552448589347,-8.79523099697216
1708985824.4316874,2.5791489376244905,1.8885466545448462,10.593243146585896,25.0
1708985824.4399571,2.5944333010983436,1.8458466003424523,11.155307357925789,25.0
1708985824.4482968,2.6100872156064097,1.8662493074256568,10.091567626962156,-25.0
1708985824.4566212,2.6251107412336014,1.8165826299422185,11.841241940249722,25.0
