Tiempo,Posición_Y,Velocidad_Y,Velocidad_Rueda_1,velocidad_Rueda_2,velocidad_Rueda_3,velocidad_Rueda_4,Fuerza_Rueda_1,Fuerza_Rueda_2,Fuerza_Rueda_3,Fuerza_Rueda_4
8.1506,14.2718,2.1257,8.8333,8.8332,8.8333,8.8334,-6.7655,-10.5262,-12.6373,-11.3424
8.1589,14.2893,2.103,8.8333,8.8333,8.8333,8.8333,-14.7961,0.0136,-2.6189,-6.4781
8.1673,14.307,2.1339,8.8333,8.8333,8.8333,8.8333,-8.6934,-12.0971,-0.4642,-0.4639
8.1755,14.3248,2.1208,8.8333,8.8333,8.8333,8.8333,-0.7354,-2.3543,-12.09,-10.2888
8.1839,14.3424,2.1142,8.8333,8.8333,8.8333,8.8333,-17.0339,-17.7676,-9.6534,-8.6102
8.1922,14.3601,2.1382,8.8333,8.8333,8.8333,8.8333,-8.7134,-11.9329,-0.398,-0.4154
8.2006,14.3777,2.0969,8.8333,8.8333,8.8333,8.8333,1.6542,-3.0407,-17.8718,-14.2872
8.2088,14.3954,2.1274,8.8333,8.8333,8.8333,8.8333,-12.6999,-15.0999,-0.9144,-1.4689
8.2173,14.4131,2.1197,8.8333,8.8333,8.8333,8.8333,-2.3903,-7.2538,-11.2355,-12.3005
8.2256,14.4306,2.0991,8.8333,8.8333,8.8333,8.8333,-17.0406,-0.02,-3.7412,-6.5134
8.2339,14.4483,2.1287,8.8333,8.8333,8.8333,8.8333,-11.6001,-12.3443,-0.5357,-0.5641
8.2422,14.466,2.1205,8.8333,8.8332,8.8333,8.8333,-3.9793,-8.5029,-12.423,-11.0705
8.2506,14.4836,2.1196,8.8333,8.8333,8.8333,8.8333,-16.7389,-18.5918,-5.512,-6.326
8.259,14.5014,2.1425,8.8333,8.8333,8.8333,8.8333,-8.4099,-12.2831,-0.3934,-0.4189
8.2673,14.5191,2.0986,8.8333,8.8332,8.8333,8.8333,1.9385,-3.2217,-18.5966,-15.4267
8.2755,14.5367,2.1276,8.8333,8.8333,8.8333,8.8333,-12.4982,-15.066,-1.2312,-1.9405
8.2839,14.5545,2.1235,8.8333,8.8331,8.8333,8.8333,-6.9818,-10.7522,-12.6475,-11.4173
8.2923,14.572,2.1006,8.8333,8.8333,8.8333,8.8333,-14.7944,0.0259,-2.6895,-6.5801
8.3006,14.5897,2.1314,8.8333,8.8333,8.8333,8.8333,-8.7199,-12.0683,-0.4615,-0.4642
8.3089,14.6074,2.1181,8.8333,8.8333,8.8333,8.8333,-0.7635,-2.3409,-12.2365,-10.3765
8.3173,14.625,2.1109,8.8333,8.8333,8.8333,8.8333,-17.0729,-17.7929,-9.9399,-8.7918
8.3255,14.6427,2.1348,8.8333,8.8333,8.8333,8.8333,-8.7518,-11.9722,-0.4167,-0.4177
8.334,14.6602,2.09,8.8333,8.8334,8.8333,8.8333,1.6128,-6.493,-17.0395,-15.8685
8.3422,14.6778,2.1112,8.8333,8.8333,8.8333,8.8333,-16.2196,-17.9261,-1.8854,-1.7458
8.3505,14.6954,2.1089,8.8333,8.8333,8.8333,8.8333,-7.0679,-6.9799,-12.9613,-10.4235
8.3592,14.7128,2.0941,8.8333,8.8333,8.8333,8.8333,-16.5756,-0.6255,-2.467,-6.1901
8.3672,14.7305,2.1293,8.8333,8.8333,8.8333,8.8333,-9.9447,-13.2274,-0.5334,-0.5329
8.3756,14.7482,2.107,8.8333,8.8333,8.8333,8.8333,-20.1402,-3.6388,-10.9103,-9.9528
8.3841,14.7648,1.9815,11.2475,11.2895,8.8333,8.8333,-75.0,-75.0,-2.0583,-2.0444
8.3923,14.7809,1.9106,11.2326,10.9643,8.8333,8.8333,-75.0,-75.0,-2.2381,-2.2381
8.4006,14.7965,1.8492,10.994,11.0037,8.8333,8.8333,-75.0,-75.0,-1.0822,-1.0822
8.4089,14.811,1.7069,9.7791,10.1279,8.8333,8.8333,-75.0,-75.0,1.0459,1.0459
8.4173,14.8244,1.5667,8.8334,9.3305,8.8333,8.8333,-67.1982,-75.0,0.1089,0.1089
8.4256,14.8368,1.4822,8.8322,8.8345,8.8333,8.8333,-23.6652,-39.4455,-0.1817,-0.1817
8.434,14.8491,1.4706,8.8312,8.8352,8.8333,8.8333,-5.3585,-21.8442,-0.1857,-0.1857
8.4424,14.8612,1.4583,8.8322,8.8344,8.8333,8.8333,-11.3154,-21.9627,-0.7071,-0.7071
8.4507,14.8734,1.453,8.8328,8.8339,8.8333,8.8333,-7.3217,-12.9708,-0.2622,-0.2622
8.4589,14.8854,1.4487,8.8331,8.8331,8.8333,8.8333,-3.4918,-5.1022,0.0485,0.0485
8.4673,14.8975,1.4418,8.834,8.8329,8.8333,8.8333,-12.9043,-11.8323,-0.5612,-0.5612
8.4756,14.9095,1.4398,8.8346,8.8324,8.8333,8.8333,-10.1663,-4.8203,-0.2071,-0.2071
8.484,14.9215,1.4374,8.835,8.832,8.8333,8.8333,-7.659,0.7182,0.0506,0.0506
8.4923,14.9334,1.4326,8.8361,8.8302,8.8333,8.8333,-22.2658,-3.5352,-0.7967,-0.7967
8.5006,14.9453,1.4312,8.8344,8.8322,8.8333,8.8333,-13.7676,-5.8615,-0.3664,-0.3664
8.5091,14.9572,1.4297,8.8341,8.8325,8.8333,8.8333,-8.5222,-3.2448,-0.1015,-0.1015
8.5173,14.9691,1.4252,8.834,8.8328,8.8333,8.8333,-17.2963,-11.2441,-0.8167,-0.8167
8.5256,14.981,1.4262,8.8333,8.8336,8.8333,8.8333,-10.3887,-9.2352,-0.4665,-0.4665
8.5339,14.9929,1.4274,8.8328,8.8341,8.8333,8.8333,-4.9777,-7.1576,-0.2054,-0.2054
8.5424,15.0048,1.4245,8.8315,8.8359,8.8333,8.8333,-14.2103,-20.8394,-0.8874,-0.8874
8.5506,15.0167,1.4284,8.8327,8.8343,8.8333,8.8333,-9.2883,-11.0996,-0.6196,-0.6196
8.5589,15.0285,1.4109,8.8334,8.8334,8.8336,8.8331,12.572,13.5009,-24.8282,-30.748
8.5674,15.0403,1.4188,8.8335,8.8333,8.8365,8.8301,1.5332,1.4548,-1.1354,14.5985
8.5758,15.0525,1.4696,8.8334,8.8308,8.8335,8.8336,23.757,14.9288,-21.5843,-18.7112
8.584,15.0648,1.4797,8.8346,8.8334,8.836,8.8283,2.8075,1.2385,0.4284,19.1794
8.5923,15.0773,1.5063,8.8333,8.8333,8.8309,8.8359,1.308,1.308,10.358,2.6666
8.6008,15.0899,1.5108,8.8345,8.832,8.8334,8.8333,-0.3722,1.741,-6.796,-7.4324
8.609,15.1025,1.5127,8.834,8.8339,8.8293,8.8334,4.0734,9.1017,2.2709,-13.298
8.6174,15.115,1.5043,8.8333,8.8334,8.8329,8.8336,0.9651,1.3501,-0.6446,-2.6791
8.6257,15.1277,1.5247,8.8368,8.8309,8.8333,8.8325,-11.5069,-2.5481,-0.7471,-3.6003
8.6341,15.1405,1.5323,8.8338,8.8324,8.8333,8.8333,6.9751,8.883,-9.6067,-11.0938
8.6423,15.1532,1.5337,8.8332,8.8328,8.8333,8.8333,3.0622,5.0272,-5.4148,-5.7285
8.6506,15.166,1.5325,8.833,8.8343,8.8333,8.8334,-12.5265,-12.7556,-0.8672,-3.0529
8.6591,15.1788,1.5378,8.8322,8.8337,8.8334,8.8334,9.6405,9.2992,-12.6932,-14.7744
8.6673,15.1916,1.5402,8.833,8.8327,8.8334,8.8333,5.4639,6.8218,-8.4106,-9.0617
8.6757,15.2044,1.5397,8.8313,8.8359,8.8333,8.8335,-8.3742,-12.465,-2.5085,-5.9825
8.6841,15.2173,1.5449,8.8265,8.8389,8.8334,8.8335,13.3755,4.2953,-14.4407,-15.112
8.6923,15.2301,1.5342,8.8334,8.8333,8.8333,8.8333,3.0385,2.8998,-9.8761,-8.8485
8.7007,15.2429,1.549,8.8317,8.835,8.8332,8.8333,9.0536,4.8513,-6.1355,-5.554
8.709,15.2559,1.557,8.8301,8.8357,8.8332,8.8333,15.8108,11.4663,-15.4338,-14.8858
8.7173,15.2689,1.5541,8.8331,8.8335,8.8333,8.8333,7.1811,5.5954,-10.9982,-9.473
8.7257,15.2818,1.556,8.8328,8.8333,8.8333,8.8333,4.8767,-0.373,-4.5353,-6.0014
8.734,15.2956,1.6978,10.086,9.8503,10.6334,10.4949,25.0,25.0,25.0,25.0
8.7422,15.3103,1.7691,11.2,11.2,11.1999,11.2001,0.1928,0.1884,20.1526,20.2117
8.7507,15.3249,1.7375,11.2,11.1999,9.7222,9.756,3.7296,21.0614,25.0,25.0
8.7591,15.339,1.686,11.2,11.2,9.4619,9.4242,3.3611,3.3609,25.0,25.0
8.7674,15.3531,1.6903,11.2,11.2,9.539,9.4493,1.1418,1.1418,25.0,25.0
8.7755,15.3671,1.6858,11.2,11.2,9.4932,9.388,1.1462,1.1462,25.0,25.0
8.7839,15.3813,1.7176,11.2,11.2,9.6619,9.5822,0.4344,0.4344,25.0,25.0
8.7923,15.3958,1.7384,11.2,11.2,9.7841,9.7412,1.458,1.458,25.0,25.0
8.8007,15.4104,1.7481,11.2,11.2,9.7767,9.7939,1.3862,1.3862,25.0,25.0
8.8092,15.4252,1.7795,11.2,11.2,10.7508,11.2,-0.0561,-0.0561,25.0,20.7784
8.8173,15.4402,1.8087,11.2,11.2,10.1104,10.1373,0.7114,0.7114,25.0,25.0
8.8255,15.4555,1.8472,11.2,11.2,11.0725,10.9033,0.0262,0.0262,25.0,25.0
8.834,15.471,1.863,11.2,11.2,10.4364,10.435,0.8589,0.8589,25.0,25.0
8.8423,15.4867,1.8901,11.2,11.2,11.0117,10.5612,0.238,0.238,25.0,25.0
8.8506,15.5025,1.9055,11.2,11.2,10.6886,10.667,1.0168,1.0168,25.0,25.0
8.8591,15.5186,1.9424,11.2,11.2,10.9168,10.9305,0.2017,0.2017,25.0,25.0
8.8673,15.5349,1.9546,11.2,11.2,10.9691,10.9553,1.2899,1.2899,25.0,25.0
8.8756,15.5513,1.9772,11.2,11.2,11.0397,11.0609,0.8951,0.8952,25.0,25.0
8.884,15.5679,1.9911,11.2,11.2,11.1587,11.1825,1.2834,1.2834,25.0,25.0
8.8923,15.5846,2.0039,11.2,11.2,11.1989,11.2005,0.6681,0.6681,13.9418,8.9153
8.9007,15.6012,1.9953,11.2,11.2,11.1988,11.1998,1.3973,1.3973,24.1446,20.1057
8.9091,15.6179,1.9998,11.2154,11.2351,11.1791,11.1783,-14.6968,-25.0,10.7162,10.3644
8.9174,15.6345,1.9971,11.1847,11.1781,11.219,11.2179,14.154,18.1994,-8.6667,-8.4021
8.9257,15.6512,2.0001,11.2121,11.2325,11.1889,11.1873,-15.8274,-25.0,0.9332,1.4751
8.934,15.6679,1.9977,11.1954,11.1836,11.2269,11.2003,5.2085,12.0343,-21.4284,0.1958
8.9424,15.6845,1.9992,11.2117,11.2326,11.1848,11.1859,-14.8403,-25.0,4.5528,2.6949
8.9507,15.7012,2.0015,11.2011,11.2002,11.2,11.2,-13.5464,-13.0517,-0.5253,-0.5253
8.959,15.7179,1.9999,11.2205,11.2,11.1889,11.1906,-15.0045,-0.0594,6.1149,6.0722
8.9674,15.7345,2.0016,11.1996,11.2009,11.2,11.2,-6.5537,-9.9331,-0.2798,-0.2649
8.9757,15.7512,1.9989,11.2254,11.2,11.1869,11.1876,-15.3196,0.0912,10.4941,10.6057
8.984,15.7679,2.0015,11.1986,11.2018,11.2,11.2,-3.8794,-9.1196,-0.1684,-0.1212
8.9923,15.7845,2.0006,11.2,11.2,11.1985,11.2001,0.8185,0.8142,18.6512,18.0663
9.0007,15.8012,2.0009,11.1973,11.2011,11.2001,11.1999,-0.0224,-2.8245,-7.8455,-2.2686
9.0091,15.8178,1.9998,11.2,11.2,11.1995,11.1991,0.8075,0.8163,20.3982,18.6785
9.0173,15.8345,2.0004,11.1948,11.2009,11.1995,11.2049,0.4789,-3.8618,-3.5772,-6.2738
9.0256,15.8511,1.9986,11.2,11.2,11.1989,11.1997,1.2138,1.185,18.2294,19.1833
9.0341,15.8678,2.0002,11.1954,11.2041,11.2001,11.2004,2.0806,-3.9468,-0.6629,-0.9501
9.0424,15.8845,1.9974,11.2,11.2,11.1976,11.201,1.2673,1.2063,20.5412,16.3862
9.0507,15.9011,2.0,11.199,11.2106,11.1954,11.195,-1.3433,-8.9444,1.4774,1.3256
9.059,15.9178,1.9957,11.2,11.2,11.2004,11.1985,1.3317,1.3,15.7687,22.2335
9.0674,15.9344,1.9998,11.2013,11.2142,11.1935,11.1909,-3.1081,-11.237,2.9376,4.1323
9.0756,15.9511,1.994,11.2,11.2,11.1998,11.199,1.402,1.3631,17.3526,20.5531
9.084,15.9678,1.9991,11.2058,11.2215,11.186,11.1867,-4.4857,-14.7431,8.8446,8.4385
9.0924,15.9844,1.9926,11.2,11.1991,11.1975,11.2022,1.4184,3.869,19.079,13.303
9.1007,16.0011,1.9986,11.208,11.2271,11.182,11.1828,-9.9124,-22.376,7.8527,6.8911
9.1091,16.0177,2.0017,11.1989,11.2015,11.2,11.2,-0.2259,-3.9369,0.0732,0.0129
9.1174,16.0344,1.9998,11.2211,11.2,11.1889,11.1899,-6.0328,0.6161,15.2697,15.419
9.1263,16.0511,2.0016,11.1987,11.2017,11.2,11.2,-1.6708,-8.0123,-0.0925,-0.069
9.134,16.0677,1.9991,11.2267,11.2,11.1848,11.1884,-15.6176,0.138,12.4503,10.7478
9.1423,16.0844,2.0014,11.1991,11.201,11.2004,11.2,-4.3338,-6.2742,-1.9357,-0.0581
9.1507,16.101,1.9984,11.2294,11.2,11.1846,11.1858,-9.447,0.6143,20.1625,20.9419
9.159,16.1177,2.0015,11.1987,11.202,11.2,11.2,-3.5514,-7.9079,-0.0661,-0.0112
9.1674,16.1343,1.9982,11.2,11.2,11.1952,11.1772,1.1847,1.1958,25.0,25.0
9.1757,16.151,2.0013,11.1985,11.2018,11.2,11.2,-4.1022,-9.9883,-0.0927,-0.0977
9.184,16.1676,1.9995,11.2,11.2,11.1994,11.1994,0.684,0.6926,18.3253,16.6627
9.1923,16.1843,2.0007,11.1974,11.2041,11.2,11.1986,-5.4672,-10.3065,-0.1408,-1.2668
9.2007,16.201,1.9982,11.2,11.2,11.2002,11.1986,1.1336,1.0602,15.3326,16.9536
9.2091,16.2176,2.0003,11.1957,11.2048,11.2007,11.1987,0.3787,-5.837,-2.446,-1.2436
9.2174,16.2343,1.9968,11.2,11.2,11.198,11.2011,1.2222,1.1977,19.9173,14.1745
9.2258,16.2509,1.9999,11.1994,11.2111,11.1941,11.1954,-3.2816,-10.7627,0.9521,-0.4644
9.234,16.2676,1.9954,11.2,11.1999,11.2004,11.1983,1.3164,1.4159,15.3702,21.4195
9.2423,16.2843,1.9997,11.2029,11.2159,11.191,11.1902,-4.7712,-12.8956,4.1362,3.9795
9.2507,16.3009,1.9936,11.2,11.2,11.1998,11.1989,1.3964,1.3558,16.4816,20.9423
9.259,16.3176,1.9991,11.2061,11.2219,11.1869,11.1851,-4.8981,-15.2895,8.0186,9.1643
9.2673,16.3342,1.9945,11.2,11.1999,11.1986,11.2,0.8793,2.1057,10.5399,0.7169
9.2757,16.3509,1.9987,11.2028,11.2284,11.1826,11.1826,-6.6769,-19.0929,12.9876,11.2882
9.284,16.3675,2.0012,11.199,11.2011,11.2,11.2,-0.1016,-4.2481,0.0663,0.0534
9.2923,16.3842,1.9996,11.2222,11.2,11.1891,11.1886,-12.5483,0.1704,9.5587,10.5723
9.3007,16.4009,2.0017,11.1978,11.203,11.2,11.2,-3.0532,-11.8174,-0.235,-0.1629
9.3091,16.4175,1.9987,11.2262,11.2,11.1853,11.1883,-7.194,0.6867,19.8933,18.9476
9.3174,16.4342,2.0017,11.1986,11.2017,11.2,11.2,-0.923,-7.0426,0.0114,0.0191
9.3256,16.4508,2.0006,11.2,11.2,11.1989,11.1998,0.7614,0.7614,17.0945,17.7985
9.334,16.4663,1.7051,11.2,11.2,11.2,11.2,8.9957,10.1716,0.3973,-0.6762
9.3424,16.4804,1.6861,11.2,11.2,10.2561,10.0102,1.3228,1.3231,25.0,25.0
9.3507,16.4946,1.7125,11.1999,11.2,11.2,11.2,3.1905,9.7929,2.9833,13.1981
9.3589,16.5088,1.6997,11.2,11.2,10.4327,10.4829,0.8964,0.8967,25.0,25.0
9.3673,16.5233,1.7453,11.1999,11.2,11.2,11.2002,5.6772,9.5853,21.5713,18.5019
9.3756,16.5377,1.7347,11.2,11.2,9.621,9.9146,1.2006,1.2014,25.0,25.0
9.384,16.5524,1.7619,11.2001,11.1999,9.7954,9.9616,9.1554,10.6049,25.0,25.0
9.3922,16.567,1.7598,11.2,11.2,10.6539,11.2,0.2255,0.2258,25.0,20.9947
9.4008,16.5818,1.7728,11.1976,11.1987,9.8167,9.9986,19.7225,11.3846,25.0,25.0
9.4089,16.5965,1.7675,11.2,11.2,9.754,10.6244,0.3691,0.3692,25.0,25.0
9.4173,16.6112,1.7713,11.1999,11.2,9.6576,10.1083,8.1236,0.4714,25.0,25.0
9.4256,16.626,1.776,11.2,11.2,9.7034,10.2093,0.3139,0.3131,25.0,25.0
9.4341,16.6409,1.7812,11.2,11.2,9.7088,10.4527,4.5881,3.0924,25.0,25.0
9.4426,16.6557,1.7873,11.2,11.2,9.6876,10.5678,0.3116,0.4535,25.0,25.0
9.4506,16.6707,1.7982,11.1998,11.1999,10.98,10.6246,3.5844,-0.0706,25.0,25.0
9.4591,16.6856,1.7859,11.2,11.2,9.613,10.5489,1.4639,1.5105,25.0,25.0
9.4674,16.7005,1.7833,11.1999,11.2,10.0047,11.2002,0.1274,0.0202,25.0,7.5179
9.4756,16.7155,1.7974,11.2,11.1999,9.6523,10.9692,0.6509,0.9183,25.0,25.0
9.4839,16.7304,1.7989,11.2,11.2,9.5955,11.2001,0.1457,0.1457,25.0,7.4644
9.4923,16.7455,1.8037,11.1999,11.2,9.6784,11.0512,1.2054,1.0577,25.0,25.0
9.5007,16.7605,1.796,11.2,11.2,9.5365,11.2001,0.3329,0.3329,25.0,6.7338
9.5089,16.7755,1.8025,11.1999,11.2,11.2,11.0905,0.9439,0.135,20.9766,25.0
9.5173,16.7905,1.7973,11.2,11.2,9.3045,11.2002,0.5529,0.5529,25.0,17.3125
9.5256,16.8055,1.8046,11.2,11.2,9.8041,10.9099,1.7273,1.623,25.0,25.0
9.534,16.8205,1.7972,11.2,11.2,9.5542,11.2002,0.7645,0.7645,25.0,10.3538
9.5423,16.8354,1.7951,11.2,11.2,9.9059,10.9263,1.6328,1.0867,25.0,25.0
9.5506,16.8503,1.7887,11.2,11.2,11.2,11.2,0.1552,0.1552,11.0359,18.585
9.5589,16.8653,1.7968,11.2,11.2,9.7445,10.9417,2.9673,1.1229,25.0,25.0
9.5673,16.8802,1.7926,11.2,11.2,10.132,10.9478,0.677,0.6769,25.0,25.0
9.5756,16.8951,1.7903,11.2,11.2,9.3725,10.692,3.3181,1.4105,25.0,25.0
9.5839,16.91,1.789,11.2,11.2,10.409,10.6775,0.2801,0.2802,25.0,25.0
9.5923,16.925,1.7953,11.2,11.2,9.5946,11.2,2.1633,0.8884,25.0,2.1614
9.6007,16.9399,1.7927,11.2,11.2,9.822,10.9659,0.4959,0.5046,25.0,25.0
9.6089,16.9548,1.7947,11.2,11.2,11.2,11.2,2.1644,0.4497,11.0541,0.2318
9.6174,16.9698,1.7948,11.2,11.2,9.5917,10.9511,0.7277,0.735,25.0,25.0
9.6256,16.9848,1.7973,11.2,11.2,9.7862,11.2002,2.4305,-0.1517,25.0,21.9433
9.6341,16.9998,1.7994,11.2,11.2,9.6085,10.9085,1.281,1.2542,25.0,25.0
9.6423,17.0148,1.804,11.2,11.2,9.6845,11.1999,1.597,-0.0365,25.0,19.6581
9.6507,17.0298,1.8064,11.2,11.2,9.5649,10.7328,0.8779,0.857,25.0,25.0
9.6591,17.0448,1.7951,11.2,11.2,9.6462,10.9782,0.9027,0.9027,25.0,25.0
9.6673,17.0598,1.7962,11.2,11.2,11.2,11.1999,0.7503,0.3427,12.7495,21.7308
9.6756,17.0748,1.7897,11.2,11.2,9.6703,11.2002,0.5762,0.5762,25.0,15.1635
9.684,17.0898,1.8025,11.2,11.2,11.2,10.9725,2.2019,0.5721,20.0001,25.0
9.6922,17.1047,1.7903,11.2,11.2,9.753,11.2002,0.6806,0.6806,25.0,17.4683
9.7007,17.1198,1.8187,11.2,11.2,10.5354,10.7769,2.5549,0.7705,25.0,25.0
9.709,17.1349,1.8016,11.2,11.2,9.7821,10.7359,0.9154,0.9154,25.0,25.0
9.7174,17.1501,1.8267,11.2,11.2,9.9802,11.2,1.9759,2.5179,25.0,-0.4744
9.7257,17.1652,1.8106,11.2,11.2,11.2,10.5829,0.8919,0.8919,2.9753,25.0
9.734,17.1805,1.8402,11.2,11.2,10.1747,11.2,4.7012,4.5576,25.0,13.9295
9.7424,17.1958,1.8384,11.2,11.2,11.2,10.621,0.4018,0.4022,20.9636,25.0
9.7507,17.2112,1.8411,11.2,11.2,10.2699,11.2,3.2634,2.6942,25.0,7.0429
9.7589,17.2265,1.8384,11.2,11.2,11.2,10.608,0.4674,0.4667,19.7984,25.0
9.7674,17.2419,1.8656,11.2002,11.1999,10.4472,10.7299,13.4165,0.3208,25.0,25.0
9.7756,17.2575,1.8658,11.2,11.2,11.2001,10.639,0.5454,1.5536,24.4951,25.0
9.7841,17.2731,1.8788,11.1996,11.2,10.5343,10.6817,13.7028,0.1038,25.0,25.0
9.7924,17.2889,1.8969,11.2,11.2,10.6746,10.7988,0.7558,6.7486,25.0,25.0
9.8008,17.3047,1.8902,11.1999,11.1999,10.6582,10.9034,0.7711,0.7711,25.0,25.0
9.809,17.3206,1.9101,11.2,11.2001,11.0657,10.8679,0.6047,6.2577,25.0,25.0
9.8173,17.3364,1.8972,11.2,11.2,11.2,11.2,0.3826,0.3826,0.3912,21.6035
9.8256,17.3525,1.9374,11.2,11.2,10.9197,11.2,4.0916,9.6858,25.0,0.1361
9.8339,17.3687,1.9345,11.2,11.2,11.2002,10.944,0.4468,0.4468,12.673,25.0
9.8424,17.3851,1.9745,11.2004,11.2023,11.1428,11.1925,2.386,9.1729,25.0,15.0096
9.8507,17.4016,1.9811,11.2,11.2,11.2018,11.1867,0.815,0.815,-2.2651,25.0
9.8591,17.4181,1.9817,11.2,11.1964,11.1904,11.2125,0.2541,14.7461,19.1904,7.1946
9.8674,17.4345,1.9713,11.2,11.2,11.2002,11.1055,0.5663,0.5664,4.1672,25.0
9.8758,17.451,1.9822,11.2,11.2022,11.1942,11.2033,-0.1642,11.1655,21.7716,9.9255
9.884,17.4675,1.9781,11.2,11.2,11.2,11.1375,0.5046,0.5071,9.0875,25.0
9.8924,17.484,1.9808,11.2029,11.2002,11.1944,11.202,8.7412,10.4696,13.8538,8.4411
9.9008,17.5005,1.9804,11.2,11.2,11.1979,11.163,0.4792,0.4797,18.7161,25.0
9.9091,17.5169,1.9814,11.1951,11.2091,11.2013,11.1939,11.024,-0.9107,6.3254,10.4287
9.9174,17.5335,1.9802,11.2,11.2,11.1992,11.1769,0.7037,0.7006,14.984,25.0
9.9257,17.5499,1.9806,11.1956,11.2183,11.2038,11.1873,6.3257,-10.3944,0.9937,13.7013
9.9342,17.5665,1.9822,11.2,11.2013,11.1953,11.1983,0.7201,3.0579,22.4751,23.6975
9.9424,17.5829,1.9786,11.1895,11.2125,11.2017,11.1968,9.8898,-6.1124,0.0283,17.37
9.9507,17.5995,1.9804,11.2,11.2001,11.1974,11.1734,0.6748,1.279,21.8316,25.0
9.959,17.6159,1.9772,11.1915,11.2,11.2017,11.2064,14.765,0.1675,7.8165,22.0674
9.9674,17.6325,1.9815,11.2,11.2002,11.1979,11.1935,0.6744,1.7972,21.2615,25.0
9.9757,17.6489,1.9755,11.1931,11.2,11.201,11.2054,9.3326,0.4278,2.8773,21.8507
9.984,17.6655,1.9845,11.2,11.2012,11.1978,11.2,0.0067,9.9573,12.2147,0.1251
9.9923,17.6819,1.9718,11.2,11.2,11.2,11.1998,0.5195,0.5195,0.5458,17.0519
10.0007,17.6985,1.984,11.2012,11.1991,11.1973,11.2004,5.6253,14.557,14.2551,-2.0752
10.009,17.7149,1.9754,11.2,11.2,11.2015,11.1528,0.5744,0.5744,1.5838,25.0
10.0174,17.7314,1.983,11.2005,11.1965,11.1924,11.2039,6.0547,11.6391,13.5619,-4.1035
10.0257,17.7479,1.9759,11.2,11.2,11.2009,11.1595,0.5525,0.5525,1.8308,25.0
10.0341,17.7644,1.9824,11.2019,11.1974,11.1934,11.2046,5.6087,9.7208,12.5033,-2.0486
10.0423,17.7809,1.9738,11.2,11.2,11.2003,11.1478,0.4529,0.4529,6.8658,25.0
10.0508,17.7974,1.9821,11.203,11.2017,11.1931,11.2015,7.8127,5.5081,12.0692,5.7353
10.059,17.8139,1.9774,11.2,11.2,11.2,11.1998,0.5304,0.5271,0.7408,22.7166
10.0674,17.8304,1.9823,11.1942,11.2093,11.2,11.1965,8.3767,-1.3541,4.2846,7.7923
10.0757,17.8469,1.9805,11.2,11.2,11.1995,11.1615,0.7302,0.7236,7.7574,25.0
10.0841,17.8634,1.9811,11.1915,11.2076,11.2021,11.2008,9.9074,0.3546,0.8801,13.973
10.0925,17.8799,1.9778,11.2,11.2001,11.1979,11.1212,0.7985,0.9936,16.4955,25.0
10.1008,17.8964,1.9798,11.191,11.2084,11.2013,11.2008,9.0361,-2.2585,0.0659,18.4221
10.1092,17.9129,1.9805,11.2,11.2001,11.1982,11.1783,0.961,1.319,18.2959,25.0
10.1174,17.9294,1.9794,11.1967,11.2193,11.2045,11.1692,7.9168,-8.3492,2.2882,25.0
10.1258,17.9459,1.9814,11.2,11.2001,11.1957,11.1794,0.8016,1.0839,17.1762,25.0
10.134,17.9624,1.9771,11.1912,11.2,11.2021,11.207,12.5969,0.3009,2.7384,21.097
10.1424,17.9789,1.9789,11.2,11.2001,11.1978,11.1492,0.5629,2.048,17.3011,25.0
10.1508,17.9954,1.978,11.2074,11.2,11.1999,11.1552,-6.1204,-0.07,-0.0879,25.0
10.159,18.0119,1.9851,11.2012,11.2002,11.198,11.2,2.2044,8.0504,7.6674,0.1637
10.1674,18.0284,1.9762,11.2,11.2,11.1999,11.1998,0.5389,0.5389,-1.2488,21.9109
10.1757,18.0449,1.9846,11.2008,11.2006,11.1989,11.2002,8.0272,6.2872,5.0797,-2.4057
10.1841,18.0614,1.9754,11.2,11.2,11.2023,11.1622,0.6523,0.6519,-1.5314,25.0
10.1924,18.0779,1.9837,11.2007,11.1964,11.1949,11.2055,7.6131,8.8237,8.1511,-6.0332
10.2007,18.0944,1.9718,11.2,11.2,11.2003,11.0818,0.611,0.6093,-0.6131,25.0
10.2091,18.1109,1.9828,11.2002,11.1998,11.1933,11.2063,2.4512,6.2486,10.5281,3.0094
10.2174,18.1274,1.9784,11.2,11.2,11.2,11.1998,0.5493,0.5467,0.5335,22.8255
10.2257,18.1439,1.9831,11.1913,11.2057,11.1993,11.2035,12.3742,4.0744,8.8652,4.3208
10.234,18.1604,1.9783,11.2,11.2,11.2024,11.1439,0.6051,0.598,-1.2674,25.0
10.2424,18.1769,1.9823,11.1926,11.2062,11.2004,11.2006,12.6929,4.6987,9.3726,7.5867
10.2508,18.1934,1.9803,11.2,11.2,11.1994,11.1503,2.2636,0.7947,8.9911,25.0
10.259,18.2099,1.9811,11.1931,11.2078,11.1998,11.1993,12.3954,4.2196,8.4904,12.9176
10.2674,18.2264,1.9825,11.2,11.2,11.1984,11.1896,6.3682,0.9064,18.5103,25.0
10.2758,18.2429,1.9802,11.1937,11.2116,11.2007,11.1737,11.8814,-0.2998,7.5639,25.0
10.2841,18.2594,1.9819,11.2,11.2001,11.2001,11.1975,6.0399,2.0283,18.0819,20.4388
